#T	β	c	e	chi	s
0.15625	6.4	0.0565882	-1.75182	1.14514	-0.365233
0.153846	6.5	0.0547609	-1.75196	1.16302	-0.366096
0.151515	6.6	0.0530305	-1.75208	1.18093	-0.366919
0.149254	6.7	0.051391	-1.7522	1.19887	-0.367704
0.147059	6.8	0.0498367	-1.75231	1.21683	-0.368454
0.144928	6.9	0.0483623	-1.75242	1.23481	-0.369171
0.142857	7	0.0469626	-1.75251	1.25282	-0.369856
0.140845	7.1	0.0456331	-1.75261	1.27085	-0.370513
0.138889	7.2	0.0443693	-1.7527	1.28889	-0.371142
0.136986	7.3	0.043167	-1.75278	1.30695	-0.371746
0.135135	7.4	0.0420223	-1.75286	1.32503	-0.372325
0.133333	7.5	0.0409316	-1.75293	1.34312	-0.372882
0.131579	7.6	0.0398915	-1.753	1.36122	-0.373417
0.12987	7.7	0.0388986	-1.75307	1.37934	-0.373932
0.128205	7.8	0.0379501	-1.75313	1.39747	-0.374428
0.126582	7.9	0.0370431	-1.7532	1.4156	-0.374906
0.125	8	0.0361749	-1.75325	1.43375	-0.375366
0.123457	8.1	0.0353433	-1.75331	1.4519	-0.37581
0.121951	8.2	0.0345457	-1.75336	1.47006	-0.376239
0.120482	8.3	0.0337802	-1.75341	1.48823	-0.376653
0.119048	8.4	0.0330447	-1.75346	1.50641	-0.377053
0.117647	8.5	0.0323373	-1.7535	1.52459	-0.37744
0.116279	8.6	0.0316563	-1.75355	1.54278	-0.377814
0.114943	8.7	0.0310001	-1.75359	1.56097	-0.378176
0.113636	8.8	0.0303674	-1.75363	1.57917	-0.378527
0.11236	8.9	0.0297562	-1.75367	1.59737	-0.378866
0.111111	9	0.0291657	-1.75371	1.61557	-0.379195
0.10989	9.1	0.0285945	-1.75374	1.63378	-0.379515
0.108696	9.2	0.0280415	-1.75377	1.65199	-0.379824
0.107527	9.3	0.0275057	-1.75381	1.6702	-0.380124
0.106383	9.4	0.026986	-1.75384	1.68842	-0.380415
0.105263	9.5	0.0264816	-1.75387	1.70663	-0.380698
0.104167	9.6	0.0259917	-1.7539	1.72485	-0.380973
0.103093	9.7	0.0255153	-1.75392	1.74307	-0.38124
0.102041	9.8	0.0250518	-1.75395	1.7613	-0.381499
0.10101	9.9	0.0246005	-1.75398	1.77952	-0.381751
0.1	10	0.0241608	-1.754	1.79775	-0.381996
0.0990099	10.1	0.023732	-1.75403	1.81597	-0.382234
0.0980392	10.2	0.0233137	-1.75405	1.8342	-0.382466
0.0970874	10.3	0.0229053	-1.75407	1.85242	-0.382691
0.0961538	10.4	0.0225063	-1.75409	1.87065	-0.38291
0.0952381	10.5	0.0221163	-1.75411	1.88888	-0.383124
0.0943396	10.6	0.0217349	-1.75413	1.90711	-0.383332
0.0934579	10.7	0.0213618	-1.75415	1.92534	-0.383534
0.0925926	10.8	0.0209965	-1.75417	1.94356	-0.383731
0.0917431	10.9	0.0206387	-1.75419	1.96179	-0.383923
0.0909091	11	0.0202882	-1.7542	1.98002	-0.384109
0.0900901	11.1	0.0199446	-1.75422	1.99825	-0.384291
0.0892857	11.2	0.0196077	-1.75424	2.01647	-0.384469
0.0884956	11.3	0.0192772	-1.75425	2.0347	-0.384641
0.0877193	11.4	0.0189529	-1.75427	2.05292	-0.38481
0.0869565	11.5	0.0186346	-1.75428	2.07115	-0.384974
0.0862069	11.6	0.0183221	-1.75429	2.08937	-0.385133
0.0854701	11.7	0.0180152	-1.75431	2.10759	-0.385289
0.0847458	11.8	0.0177137	-1.75432	2.12582	-0.385441
0.0840336	11.9	0.0174174	-1.75433	2.14404	-0.385589
0.0833333	12	0.0171263	-1.75434	2.16226	-0.385734
0.0826446	12.1	0.0168401	-1.75436	2.18048	-0.385875
0.0819672	12.2	0.0165587	-1.75437	2.1987	-0.386012
0.0813008	12.3	0.0162821	-1.75438	2.21691	-0.386146
0.0806452	12.4	0.01601	-1.75439	2.23513	-0.386276
0.08	12.5	0.0157424	-1.7544	2.25334	-0.386404
0.0793651	12.6	0.0154791	-1.75441	2.27156	-0.386528
0.0787402	12.7	0.0152201	-1.75442	2.28977	-0.386649
0.078125	12.8	0.0149653	-1.75443	2.30798	-0.386767
0.0775194	12.9	0.0147145	-1.75444	2.32619	-0.386883
0.0769231	13	0.0144678	-1.75445	2.3444	-0.386995
0.0763359	13.1	0.0142249	-1.75445	2.36261	-0.387105
0.0757576	13.2	0.0139859	-1.75446	2.38081	-0.387212
0.075188	13.3	0.0137506	-1.75447	2.39902	-0.387317
0.0746269	13.4	0.0135191	-1.75448	2.41722	-0.387419
0.0740741	13.5	0.0132911	-1.75449	2.43542	-0.387518
0.0735294	13.6	0.0130668	-1.75449	2.45363	-0.387615
0.0729927	13.7	0.0128459	-1.7545	2.47182	-0.38771
0.0724638	13.8	0.0126285	-1.75451	2.49002	-0.387803
0.0719424	13.9	0.0124144	-1.75451	2.50822	-0.387893
0.0714286	14	0.0122037	-1.75452	2.52641	-0.387981
0.070922	14.1	0.0119962	-1.75453	2.54461	-0.388067
0.0704225	14.2	0.011792	-1.75453	2.5628	-0.388151
0.0699301	14.3	0.011591	-1.75454	2.58099	-0.388233
0.0694444	14.4	0.0113931	-1.75454	2.59918	-0.388312
0.0689655	14.5	0.0111983	-1.75455	2.61737	-0.38839
0.0684932	14.6	0.0110065	-1.75455	2.63556	-0.388467
0.0680272	14.7	0.0108177	-1.75456	2.65374	-0.388541
0.0675676	14.8	0.0106318	-1.75456	2.67193	-0.388613
0.0671141	14.9	0.0104489	-1.75457	2.69011	-0.388684
0.0666667	15	0.0102688	-1.75457	2.70829	-0.388753
0.0662252	15.1	0.0100916	-1.75458	2.72647	-0.388821
0.0657895	15.2	0.00991711	-1.75458	2.74465	-0.388887
0.0653595	15.3	0.0097454	-1.75459	2.76283	-0.388951
0.0649351	15.4	0.0095764	-1.75459	2.78101	-0.389014
0.0645161	15.5	0.00941006	-1.75459	2.79918	-0.389075
0.0641026	15.6	0.00924637	-1.7546	2.81736	-0.389135
0.0636943	15.7	0.00908527	-1.7546	2.83553	-0.389193
0.0632911	15.8	0.00892674	-1.7546	2.8537	-0.38925
0.0628931	15.9	0.00877074	-1.75461	2.87187	-0.389306
0.0625	16	0.00861724	-1.75461	2.89004	-0.38936
0.0621118	16.1	0.0084662	-1.75462	2.90821	-0.389413
0.0617284	16.2	0.00831758	-1.75462	2.92637	-0.389465
0.0613497	16.3	0.00817137	-1.75462	2.94454	-0.389515
0.0609756	16.4	0.00802751	-1.75462	2.9627	-0.389564
0.0606061	16.5	0.00788599	-1.75463	2.98086	-0.389613
0.060241	16.6	0.00774676	-1.75463	2.99902	-0.38966
0.0598802	16.7	0.0076098	-1.75463	3.01718	-0.389705
0.0595238	16.8	0.00747508	-1.75464	3.03534	-0.38975
0.0591716	16.9	0.00734256	-1.75464	3.0535	-0.389794
0.0588235	17	0.00721222	-1.75464	3.07166	-0.389837
0.0584795	17.1	0.00708402	-1.75464	3.08981	-0.389878
0.0581395	17.2	0.00695794	-1.75465	3.10797	-0.389919
0.0578035	17.3	0.00683394	-1.75465	3.12612	-0.389959
0.0574713	17.4	0.006712	-1.75465	3.14427	-0.389998
0.0571429	17.5	0.00659208	-1.75465	3.16242	-0.390035
0.0568182	17.6	0.00647417	-1.75465	3.18057	-0.390072
0.0564972	17.7	0.00635822	-1.75466	3.19872	-0.390108
0.0561798	17.8	0.00624422	-1.75466	3.21687	-0.390144
0.0558659	17.9	0.00613213	-1.75466	3.23502	-0.390178
0.0555556	18	0.00602193	-1.75466	3.25316	-0.390212
0.0552486	18.1	0.00591359	-1.75466	3.27131	-0.390244
0.0549451	18.2	0.00580708	-1.75467	3.28945	-0.390277
0.0546448	18.3	0.00570237	-1.75467	3.3076	-0.390308
0.0543478	18.4	0.00559945	-1.75467	3.32574	-0.390338
0.0540541	18.5	0.00549827	-1.75467	3.34388	-0.390368
0.0537634	18.6	0.00539883	-1.75467	3.36202	-0.390397
0.0534759	18.7	0.00530109	-1.75467	3.38016	-0.390426
0.0531915	18.8	0.00520502	-1.75468	3.3983	-0.390453
0.0529101	18.9	0.00511061	-1.75468	3.41643	-0.39048
0.0526316	19	0.00501783	-1.75468	3.43457	-0.390507
0.052356	19.1	0.00492665	-1.75468	3.45271	-0.390533
0.0520833	19.2	0.00483705	-1.75468	3.47084	-0.390558
0.0518135	19.3	0.00474901	-1.75468	3.48897	-0.390582
0.0515464	19.4	0.00466249	-1.75468	3.50711	-0.390606
0.0512821	19.5	0.00457749	-1.75468	3.52524	-0.39063
0.0510204	19.6	0.00449398	-1.75469	3.54337	-0.390653
0.0507614	19.7	0.00441192	-1.75469	3.5615	-0.390675
0.0505051	19.8	0.00433131	-1.75469	3.57963	-0.390697
0.0502513	19.9	0.00425212	-1.75469	3.59776	-0.390718
0.05	20	0.00417433	-1.75469	3.61589	-0.390739
0.0497512	20.1	0.00409791	-1.75469	3.63402	-0.39076
0.049505	20.2	0.00402285	-1.75469	3.65214	-0.390779
0.0492611	20.3	0.00394912	-1.75469	3.67027	-0.390799
0.0490196	20.4	0.00387671	-1.75469	3.6884	-0.390818
0.0487805	20.5	0.00380559	-1.75469	3.70652	-0.390836
0.0485437	20.6	0.00373574	-1.7547	3.72464	-0.390854
0.0483092	20.7	0.00366715	-1.7547	3.74277	-0.390872
0.0480769	20.8	0.00359979	-1.7547	3.76089	-0.390889
0.0478469	20.9	0.00353364	-1.7547	3.77901	-0.390906
0.047619	21	0.00346868	-1.7547	3.79713	-0.390922
0.0473934	21.1	0.00340491	-1.7547	3.81525	-0.390938
0.0471698	21.2	0.00334229	-1.7547	3.83337	-0.390954
0.0469484	21.3	0.0032808	-1.7547	3.85149	-0.390969
0.046729	21.4	0.00322044	-1.7547	3.86961	-0.390984
0.0465116	21.5	0.00316118	-1.7547	3.88773	-0.390998
0.0462963	21.6	0.003103	-1.7547	3.90585	-0.391013
0.0460829	21.7	0.00304589	-1.7547	3.92396	-0.391026
0.0458716	21.8	0.00298983	-1.7547	3.94208	-0.39104
0.0456621	21.9	0.0029348	-1.75471	3.9602	-0.391053
0.0454545	22	0.00288079	-1.75471	3.97831	-0.391066
0.0452489	22.1	0.00282777	-1.75471	3.99643	-0.391079
0.045045	22.2	0.00277573	-1.75471	4.01454	-0.391091
0.044843	22.3	0.00272466	-1.75471	4.03266	-0.391103
0.0446429	22.4	0.00267454	-1.75471	4.05077	-0.391115
0.0444444	22.5	0.00262535	-1.75471	4.06888	-0.391126
0.0442478	22.6	0.00257708	-1.75471	4.08699	-0.391137
0.0440529	22.7	0.00252971	-1.75471	4.10511	-0.391148
0.0438596	22.8	0.00248323	-1.75471	4.12322	-0.391159
0.0436681	22.9	0.00243762	-1.75471	4.14133	-0.391169
0.0434783	23	0.00239286	-1.75471	4.15944	-0.39118
0.04329	23.1	0.00234895	-1.75471	4.17755	-0.391189
0.0431034	23.2	0.00230587	-1.75471	4.19566	-0.391199
0.0429185	23.3	0.0022636	-1.75471	4.21377	-0.391209
0.042735	23.4	0.00222213	-1.75471	4.23188	-0.391218
0.0425532	23.5	0.00218145	-1.75471	4.24998	-0.391227
0.0423729	23.6	0.00214154	-1.75471	4.26809	-0.391236
0.0421941	23.7	0.00210239	-1.75471	4.2862	-0.391244
0.0420168	23.8	0.00206399	-1.75471	4.30431	-0.391253
0.041841	23.9	0.00202632	-1.75471	4.32241	-0.391261
0.0416667	24	0.00198937	-1.75471	4.34052	-0.391269
0.0414938	24.1	0.00195313	-1.75471	4.35863	-0.391277
0.0413223	24.2	0.00191759	-1.75472	4.37673	-0.391284
0.0411523	24.3	0.00188273	-1.75472	4.39484	-0.391292
0.0409836	24.4	0.00184854	-1.75472	4.41294	-0.391299
0.0408163	24.5	0.00181502	-1.75472	4.43105	-0.391306
0.0406504	24.6	0.00178214	-1.75472	4.44915	-0.391313
0.0404858	24.7	0.0017499	-1.75472	4.46725	-0.39132
0.0403226	24.8	0.00171829	-1.75472	4.48536	-0.391326
0.0401606	24.9	0.00168729	-1.75472	4.50346	-0.391333
0.04	25	0.00165689	-1.75472	4.52156	-0.391339
0.0398406	25.1	0.00162709	-1.75472	4.53967	-0.391345
0.0396825	25.2	0.00159788	-1.75472	4.55777	-0.391351
0.0395257	25.3	0.00156924	-1.75472	4.57587	-0.391357
0.0393701	25.4	0.00154115	-1.75472	4.59397	-0.391363
0.0392157	25.5	0.00151363	-1.75472	4.61207	-0.391369
0.0390625	25.6	0.00148664	-1.75472	4.63018	-0.391374
0.0389105	25.7	0.00146019	-1.75472	4.64828	-0.391379
0.0387597	25.8	0.00143426	-1.75472	4.66638	-0.391384
0.03861	25.9	0.00140885	-1.75472	4.68448	-0.39139
0.0384615	26	0.00138394	-1.75472	4.70258	-0.391395
0.0383142	26.1	0.00135953	-1.75472	4.72068	-0.391399
0.0381679	26.2	0.0013356	-1.75472	4.73878	-0.391404
0.0380228	26.3	0.00131215	-1.75472	4.75688	-0.391409
0.0378788	26.4	0.00128917	-1.75472	4.77498	-0.391413
0.0377358	26.5	0.00126666	-1.75472	4.79308	-0.391418
0.037594	26.6	0.00124459	-1.75472	4.81117	-0.391422
0.0374532	26.7	0.00122297	-1.75472	4.82927	-0.391426
0.0373134	26.8	0.00120179	-1.75472	4.84737	-0.39143
0.0371747	26.9	0.00118104	-1.75472	4.86547	-0.391434
0.037037	27	0.0011607	-1.75472	4.88357	-0.391438
0.0369004	27.1	0.00114078	-1.75472	4.90167	-0.391442
0.0367647	27.2	0.00112127	-1.75472	4.91976	-0.391446
0.03663	27.3	0.00110215	-1.75472	4.93786	-0.391449
0.0364964	27.4	0.00108342	-1.75472	4.95596	-0.391453
0.0363636	27.5	0.00106508	-1.75472	4.97406	-0.391456
0.0362319	27.6	0.00104711	-1.75472	4.99215	-0.39146
0.0361011	27.7	0.00102952	-1.75472	5.01025	-0.391463
0.0359712	27.8	0.00101228	-1.75472	5.02835	-0.391466
0.0358423	27.9	0.000995406	-1.75472	5.04644	-0.391469
0.0357143	28	0.000978878	-1.75472	5.06454	-0.391472
0.0355872	28.1	0.000962693	-1.75472	5.08263	-0.391475
0.035461	28.2	0.000946844	-1.75472	5.10073	-0.391478
0.0353357	28.3	0.000931325	-1.75472	5.11883	-0.391481
0.0352113	28.4	0.000916132	-1.75472	5.13692	-0.391484
0.0350877	28.5	0.000901256	-1.75472	5.15502	-0.391487
0.034965	28.6	0.000886693	-1.75472	5.17311	-0.391489
0.0348432	28.7	0.000872437	-1.75472	5.19121	-0.391492
0.0347222	28.8	0.00085848	-1.75472	5.2093	-0.391495
0.0346021	28.9	0.000844821	-1.75472	5.2274	-0.391497
0.0344828	29	0.000831451	-1.75472	5.24549	-0.391499
0.0343643	29.1	0.000818364	-1.75472	5.26359	-0.391502
0.0342466	29.2	0.000805558	-1.75472	5.28168	-0.391504
0.0341297	29.3	0.000793025	-1.75472	5.29978	-0.391506
0.0340136	29.4	0.000780761	-1.75472	5.31787	-0.391509
0.0338983	29.5	0.000768761	-1.75472	5.33597	-0.391511
0.0337838	29.6	0.000757019	-1.75472	5.35406	-0.391513
0.03367	29.7	0.000745532	-1.75472	5.37215	-0.391515
0.033557	29.8	0.000734294	-1.75472	5.39025	-0.391517
0.0334448	29.9	0.000723301	-1.75472	5.40834	-0.391519
0.0333333	30	0.000712548	-1.75472	5.42643	-0.391521
0.0332226	30.1	0.000702029	-1.75472	5.44453	-0.391523
0.0331126	30.2	0.000691742	-1.75472	5.46262	-0.391524
0.0330033	30.3	0.000681683	-1.75472	5.48072	-0.391526
0.0328947	30.4	0.000671845	-1.75472	5.49881	-0.391528
0.0327869	30.5	0.000662224	-1.75472	5.5169	-0.39153
0.0326797	30.6	0.000652818	-1.75472	5.535	-0.391531
0.0325733	30.7	0.000643622	-1.75472	5.55309	-0.391533
0.0324675	30.8	0.000634631	-1.75472	5.57118	-0.391534
0.0323625	30.9	0.000625844	-1.75472	5.58927	-0.391536
0.0322581	31	0.000617253	-1.75472	5.60737	-0.391538
0.0321543	31.1	0.000608857	-1.75472	5.62546	-0.391539
0.0320513	31.2	0.000600652	-1.75472	5.64355	-0.39154
0.0319489	31.3	0.000592634	-1.75472	5.66164	-0.391542
0.0318471	31.4	0.000584799	-1.75472	5.67974	-0.391543
0.031746	31.5	0.000577142	-1.75472	5.69783	-0.391544
0.0316456	31.6	0.000569664	-1.75473	5.71592	-0.391546
0.0315457	31.7	0.000562358	-1.75473	5.73401	-0.391547
0.0314465	31.8	0.000555222	-1.75473	5.75211	-0.391548
0.031348	31.9	0.00054825	-1.75473	5.7702	-0.39155
0.03125	32	0.000541442	-1.75473	5.78829	-0.391551
0.0311526	32.1	0.000534796	-1.75473	5.80638	-0.391552
0.0310559	32.2	0.000528305	-1.75473	5.82447	-0.391553
0.0309598	32.3	0.000521968	-1.75473	5.84257	-0.391554
0.0308642	32.4	0.000515781	-1.75473	5.86066	-0.391555
0.0307692	32.5	0.000509744	-1.75473	5.87875	-0.391556
0.0306748	32.6	0.00050385	-1.75473	5.89684	-0.391557
0.030581	32.7	0.0004981	-1.75473	5.91493	-0.391558
0.0304878	32.8	0.000492489	-1.75473	5.93302	-0.391559
0.0303951	32.9	0.000487013	-1.75473	5.95112	-0.39156
0.030303	33	0.000481673	-1.75473	5.96921	-0.391561
0.0302115	33.1	0.000476464	-1.75473	5.9873	-0.391562
0.0301205	33.2	0.000471384	-1.75473	6.00539	-0.391563
0.03003	33.3	0.00046643	-1.75473	6.02348	-0.391564
0.0299401	33.4	0.000461599	-1.75473	6.04157	-0.391565
0.0298507	33.5	0.000456891	-1.75473	6.05966	-0.391565
0.0297619	33.6	0.000452304	-1.75473	6.07776	-0.391566
0.0296736	33.7	0.000447831	-1.75473	6.09585	-0.391567
0.0295858	33.8	0.000443474	-1.75473	6.11394	-0.391568
0.0294985	33.9	0.00043923	-1.75473	6.13203	-0.391568
0.0294118	34	0.000435096	-1.75473	6.15012	-0.391569
0.0293255	34.1	0.00043107	-1.75473	6.16821	-0.39157
0.0292398	34.2	0.000427152	-1.75473	6.1863	-0.391571
0.0291545	34.3	0.000423336	-1.75473	6.20439	-0.391571
0.0290698	34.4	0.000419622	-1.75473	6.22248	-0.391572
0.0289855	34.5	0.000416008	-1.75473	6.24057	-0.391573
0.0289017	34.6	0.000412494	-1.75473	6.25866	-0.391573
0.0288184	34.7	0.000409074	-1.75473	6.27676	-0.391574
0.0287356	34.8	0.00040575	-1.75473	6.29485	-0.391574
0.0286533	34.9	0.000402517	-1.75473	6.31294	-0.391575
0.0285714	35	0.000399376	-1.75473	6.33103	-0.391576
0.02849	35.1	0.000396323	-1.75473	6.34912	-0.391576
0.0284091	35.2	0.000393358	-1.75473	6.36721	-0.391577
0.0283286	35.3	0.000390479	-1.75473	6.3853	-0.391577
0.0282486	35.4	0.000387683	-1.75473	6.40339	-0.391578
0.028169	35.5	0.00038497	-1.75473	6.42148	-0.391578
0.0280899	35.6	0.000382337	-1.75473	6.43957	-0.391579
0.0280112	35.7	0.000379784	-1.75473	6.45766	-0.391579
0.027933	35.8	0.000377308	-1.75473	6.47575	-0.39158
0.0278552	35.9	0.000374909	-1.75473	6.49384	-0.39158
0.0277778	36	0.000372585	-1.75473	6.51193	-0.391581
0.0277008	36.1	0.000370336	-1.75473	6.53002	-0.391581
0.0276243	36.2	0.000368157	-1.75473	6.54811	-0.391582
0.0275482	36.3	0.00036605	-1.75473	6.5662	-0.391582
0.0274725	36.4	0.000364011	-1.75473	6.58429	-0.391582
0.0273973	36.5	0.000362041	-1.75473	6.60238	-0.391583
0.0273224	36.6	0.000360138	-1.75473	6.62047	-0.391583
0.027248	36.7	0.000358301	-1.75473	6.63856	-0.391584
0.0271739	36.8	0.000356529	-1.75473	6.65665	-0.391584
0.0271003	36.9	0.00035482	-1.75473	6.67474	-0.391584
0.027027	37	0.000353172	-1.75473	6.69283	-0.391585
0.0269542	37.1	0.000351586	-1.75473	6.71092	-0.391585
0.0268817	37.2	0.000350059	-1.75473	6.72901	-0.391585
0.0268097	37.3	0.000348591	-1.75473	6.7471	-0.391586
0.026738	37.4	0.000347181	-1.75473	6.76519	-0.391586
0.0266667	37.5	0.000345826	-1.75473	6.78328	-0.391586
0.0265957	37.6	0.000344527	-1.75473	6.80137	-0.391587
0.0265252	37.7	0.000343281	-1.75473	6.81946	-0.391587
0.026455	37.8	0.000342088	-1.75473	6.83755	-0.391587
0.0263852	37.9	0.000340949	-1.75473	6.85564	-0.391588
0.0263158	38	0.000339859	-1.75473	6.87373	-0.391588
0.0262467	38.1	0.000338822	-1.75473	6.89182	-0.391588
0.026178	38.2	0.000337831	-1.75473	6.90991	-0.391588
0.0261097	38.3	0.00033689	-1.75473	6.928	-0.391589
0.0260417	38.4	0.000335994	-1.75473	6.94609	-0.391589
0.025974	38.5	0.000335146	-1.75473	6.96418	-0.391589
0.0259067	38.6	0.000334343	-1.75473	6.98227	-0.391589
0.0258398	38.7	0.000333585	-1.75473	7.00036	-0.39159
0.0257732	38.8	0.00033287	-1.75473	7.01845	-0.39159
0.0257069	38.9	0.000332197	-1.75473	7.03654	-0.39159
0.025641	39	0.000331567	-1.75473	7.05463	-0.39159
0.0255754	39.1	0.000330978	-1.75473	7.07272	-0.39159
0.0255102	39.2	0.000330431	-1.75473	7.09081	-0.391591
0.0254453	39.3	0.000329923	-1.75473	7.1089	-0.391591
0.0253807	39.4	0.000329451	-1.75473	7.12698	-0.391591
0.0253165	39.5	0.000329019	-1.75473	7.14507	-0.391591
0.0252525	39.6	0.000328625	-1.75473	7.16316	-0.391591
0.0251889	39.7	0.000328267	-1.75473	7.18125	-0.391592
0.0251256	39.8	0.000327944	-1.75473	7.19934	-0.391592
0.0250627	39.9	0.000327658	-1.75473	7.21743	-0.391592
0.025	40	0.000327406	-1.75473	7.23552	-0.391592
0.0249377	40.1	0.000327188	-1.75473	7.25361	-0.391592
0.0248756	40.2	0.000327003	-1.75473	7.2717	-0.391593
0.0248139	40.3	0.00032685	-1.75473	7.28979	-0.391593
0.0247525	40.4	0.000326729	-1.75473	7.30788	-0.391593
0.0246914	40.5	0.000326641	-1.75473	7.32597	-0.391593
0.0246305	40.6	0.000326582	-1.75473	7.34406	-0.391593
0.02457	40.7	0.000326554	-1.75473	7.36215	-0.391593
0.0245098	40.8	0.000326554	-1.75473	7.38024	-0.391593
0.0244499	40.9	0.000326585	-1.75473	7.39833	-0.391594
0.0243902	41	0.000326643	-1.75473	7.41642	-0.391594
0.0243309	41.1	0.00032673	-1.75473	7.4345	-0.391594
0.0242718	41.2	0.000326844	-1.75473	7.45259	-0.391594
0.0242131	41.3	0.000326985	-1.75473	7.47068	-0.391594
0.0241546	41.4	0.000327151	-1.75473	7.48877	-0.391594
0.0240964	41.5	0.000327342	-1.75473	7.50686	-0.391594
0.0240385	41.6	0.000327559	-1.75473	7.52495	-0.391594
