#T	β	c	e	chi	s
0.0124533	80.3	8.05037e-06	-2.19299	26.322	-0.391597
0.0124378	80.4	8.06718e-06	-2.19299	26.3548	-0.391597
0.0124224	80.5	8.08916e-06	-2.19299	26.3875	-0.391597
0.0124069	80.6	8.1111e-06	-2.19299	26.4203	-0.391597
0.0123916	80.7	8.12162e-06	-2.19299	26.4531	-0.391597
0.0123762	80.8	8.14147e-06	-2.19299	26.4859	-0.391597
0.0123609	80.9	8.15743e-06	-2.19299	26.5187	-0.391597
0.0123457	81	8.18019e-06	-2.19299	26.5514	-0.391597
0.0123305	81.1	8.19287e-06	-2.19299	26.5842	-0.391597
0.0123153	81.2	8.21766e-06	-2.19299	26.617	-0.391597
0.0123001	81.3	8.22888e-06	-2.19299	26.6498	-0.391597
0.012285	81.4	8.24788e-06	-2.19299	26.6826	-0.391597
0.0122699	81.5	8.26222e-06	-2.19299	26.7153	-0.391597
0.0122549	81.6	8.28209e-06	-2.19299	26.7481	-0.391597
0.0122399	81.7	8.29504e-06	-2.19299	26.7809	-0.391597
0.0122249	81.8	8.31609e-06	-2.19299	26.8137	-0.391597
0.01221	81.9	8.33215e-06	-2.19299	26.8465	-0.391597
0.0121951	82	8.35566e-06	-2.19299	26.8792	-0.391597
0.0121803	82.1	8.36545e-06	-2.19299	26.912	-0.391597
0.0121655	82.2	8.37268e-06	-2.19299	26.9448	-0.391597
0.0121507	82.3	8.39733e-06	-2.19299	26.9776	-0.391597
0.0121359	82.4	8.41384e-06	-2.19299	27.0104	-0.391597
0.0121212	82.5	8.43082e-06	-2.19299	27.0431	-0.391597
0.0121065	82.6	8.45202e-06	-2.19299	27.0759	-0.391597
0.0120919	82.7	8.46771e-06	-2.19299	27.1087	-0.391597
0.0120773	82.8	8.47781e-06	-2.19299	27.1415	-0.391597
0.0120627	82.9	8.49928e-06	-2.19299	27.1743	-0.391597
0.0120482	83	8.52349e-06	-2.19299	27.207	-0.391597
0.0120337	83.1	8.53344e-06	-2.19299	27.2398	-0.391597
0.0120192	83.2	8.55031e-06	-2.19299	27.2726	-0.391597
0.0120048	83.3	8.56843e-06	-2.19299	27.3054	-0.391597
0.0119904	83.4	8.58043e-06	-2.19299	27.3381	-0.391597
0.011976	83.5	8.59768e-06	-2.19299	27.3709	-0.391597
0.0119617	83.6	8.60998e-06	-2.19299	27.4037	-0.391597
0.0119474	83.7	8.63748e-06	-2.19299	27.4365	-0.391597
0.0119332	83.8	8.64805e-06	-2.19299	27.4693	-0.391597
0.011919	83.9	8.6652e-06	-2.19299	27.502	-0.391597
0.0119048	84	8.68101e-06	-2.19299	27.5348	-0.391597
0.0118906	84.1	8.6988e-06	-2.19299	27.5676	-0.391597
0.0118765	84.2	8.72397e-06	-2.19299	27.6004	-0.391597
0.0118624	84.3	8.73505e-06	-2.19299	27.6332	-0.391597
0.0118483	84.4	8.7458e-06	-2.19299	27.6659	-0.391597
0.0118343	84.5	8.76206e-06	-2.19299	27.6987	-0.391597
0.0118203	84.6	8.77989e-06	-2.19299	27.7315	-0.391597
0.0118064	84.7	8.79488e-06	-2.19299	27.7643	-0.391597
0.0117925	84.8	8.8194e-06	-2.19299	27.7971	-0.391597
0.0117786	84.9	8.83224e-06	-2.19299	27.8298	-0.391597
0.0117647	85	8.85178e-06	-2.19299	27.8626	-0.391597
0.0117509	85.1	8.8677e-06	-2.19299	27.8954	-0.391597
0.0117371	85.2	8.88806e-06	-2.19299	27.9282	-0.391597
0.0117233	85.3	8.9007e-06	-2.19299	27.961	-0.391597
0.0117096	85.4	8.92585e-06	-2.19299	27.9937	-0.391597
0.0116959	85.5	8.94491e-06	-2.19299	28.0265	-0.391597
0.0116822	85.6	8.96055e-06	-2.19299	28.0593	-0.391597
0.0116686	85.7	8.98169e-06	-2.19299	28.0921	-0.391597
0.011655	85.8	8.99815e-06	-2.19299	28.1249	-0.391597
0.0116414	85.9	9.02043e-06	-2.19299	28.1576	-0.391597
0.0116279	86	9.02673e-06	-2.19299	28.1904	-0.391597
0.0116144	86.1	9.04751e-06	-2.19299	28.2232	-0.391597
0.0116009	86.2	9.06552e-06	-2.19299	28.256	-0.391597
0.0115875	86.3	9.08734e-06	-2.19299	28.2888	-0.391597
0.0115741	86.4	9.11299e-06	-2.19299	28.3215	-0.391597
0.0115607	86.5	9.12535e-06	-2.19299	28.3543	-0.391597
0.0115473	86.6	9.13906e-06	-2.19299	28.3871	-0.391597
0.011534	86.7	9.15288e-06	-2.19299	28.4199	-0.391597
0.0115207	86.8	9.16665e-06	-2.19299	28.4527	-0.391597
0.0115075	86.9	9.18543e-06	-2.19299	28.4854	-0.391597
0.0114943	87	9.20992e-06	-2.19299	28.5182	-0.391597
0.0114811	87.1	9.22118e-06	-2.19299	28.551	-0.391597
0.0114679	87.2	9.23885e-06	-2.19299	28.5838	-0.391597
0.0114548	87.3	9.26263e-06	-2.19299	28.6165	-0.391597
0.0114416	87.4	9.27243e-06	-2.19299	28.6493	-0.391597
0.0114286	87.5	9.29418e-06	-2.19299	28.6821	-0.391597
0.0114155	87.6	9.31202e-06	-2.19299	28.7149	-0.391597
0.0114025	87.7	9.33002e-06	-2.19299	28.7477	-0.391597
0.0113895	87.8	9.34467e-06	-2.19299	28.7804	-0.391597
0.0113766	87.9	9.36289e-06	-2.19299	28.8132	-0.391597
0.0113636	88	9.38289e-06	-2.19299	28.846	-0.391597
0.0113507	88.1	9.39803e-06	-2.19299	28.8788	-0.391597
0.0113379	88.2	9.41054e-06	-2.19299	28.9116	-0.391597
0.011325	88.3	9.42024e-06	-2.19299	28.9443	-0.391597
0.0113122	88.4	9.44534e-06	-2.19299	28.9771	-0.391597
0.0112994	88.5	9.46178e-06	-2.19299	29.0099	-0.391597
0.0112867	88.6	9.48071e-06	-2.19299	29.0427	-0.391597
0.011274	88.7	9.48089e-06	-2.19299	29.0755	-0.391597
0.0112613	88.8	9.50071e-06	-2.19299	29.1082	-0.391597
0.0112486	88.9	9.52186e-06	-2.19299	29.141	-0.391597
0.011236	89	9.53419e-06	-2.19299	29.1738	-0.391597
0.0112233	89.1	9.54725e-06	-2.19299	29.2066	-0.391597
0.0112108	89.2	9.55766e-06	-2.19299	29.2394	-0.391597
0.0111982	89.3	9.58035e-06	-2.19299	29.2721	-0.391597
0.0111857	89.4	9.58518e-06	-2.19299	29.3049	-0.391597
0.0111732	89.5	9.60457e-06	-2.19299	29.3377	-0.391597
0.0111607	89.6	9.61434e-06	-2.19299	29.3705	-0.391597
0.0111483	89.7	9.62321e-06	-2.19299	29.4033	-0.391597
0.0111359	89.8	9.63292e-06	-2.19299	29.436	-0.391597
0.0111235	89.9	9.64026e-06	-2.19299	29.4688	-0.391597
0.0111111	90	9.65699e-06	-2.19299	29.5016	-0.391597
0.0110988	90.1	9.67329e-06	-2.19299	29.5344	-0.391597
0.0110865	90.2	9.69366e-06	-2.19299	29.5672	-0.391597
0.0110742	90.3	9.69579e-06	-2.19299	29.5999	-0.391597
0.0110619	90.4	9.71824e-06	-2.19299	29.6327	-0.391597
0.0110497	90.5	9.72382e-06	-2.19299	29.6655	-0.391597
0.0110375	90.6	9.72965e-06	-2.19299	29.6983	-0.391597
0.0110254	90.7	9.74599e-06	-2.19299	29.731	-0.391597
0.0110132	90.8	9.75886e-06	-2.19299	29.7638	-0.391597
0.0110011	90.9	9.77503e-06	-2.19299	29.7966	-0.391597
0.010989	91	9.77955e-06	-2.19299	29.8294	-0.391597
0.0109769	91.1	9.79915e-06	-2.19299	29.8622	-0.391597
0.0109649	91.2	9.80516e-06	-2.19299	29.8949	-0.391597
0.0109529	91.3	9.81221e-06	-2.19299	29.9277	-0.391597
0.0109409	91.4	9.8197e-06	-2.19299	29.9605	-0.391597
0.010929	91.5	9.83274e-06	-2.19299	29.9933	-0.391597
0.010917	91.6	9.84228e-06	-2.19299	30.0261	-0.391597
0.0109051	91.7	9.85602e-06	-2.19299	30.0588	-0.391597
0.0108932	91.8	9.86799e-06	-2.19299	30.0916	-0.391597
0.0108814	91.9	9.88192e-06	-2.19299	30.1244	-0.391597
0.0108696	92	9.89614e-06	-2.19299	30.1572	-0.391597
0.0108578	92.1	9.91498e-06	-2.19299	30.19	-0.391597
0.010846	92.2	9.93031e-06	-2.19299	30.2227	-0.391597
0.0108342	92.3	9.93868e-06	-2.19299	30.2555	-0.391597
0.0108225	92.4	9.95918e-06	-2.19299	30.2883	-0.391597
0.0108108	92.5	9.96418e-06	-2.19299	30.3211	-0.391597
0.0107991	92.6	9.97741e-06	-2.19299	30.3539	-0.391597
0.0107875	92.7	9.98694e-06	-2.19299	30.3866	-0.391597
0.0107759	92.8	1.00005e-05	-2.19299	30.4194	-0.391597
0.0107643	92.9	1.00048e-05	-2.19299	30.4522	-0.391597
0.0107527	93	1.0023e-05	-2.19299	30.485	-0.391597
0.0107411	93.1	1.00531e-05	-2.19299	30.5177	-0.391597
0.0107296	93.2	1.00562e-05	-2.19299	30.5505	-0.391597
0.0107181	93.3	1.00654e-05	-2.19299	30.5833	-0.391597
0.0107066	93.4	1.00878e-05	-2.19299	30.6161	-0.391597
0.0106952	93.5	1.00978e-05	-2.19299	30.6489	-0.391597
0.0106838	93.6	1.01127e-05	-2.19299	30.6816	-0.391597
0.0106724	93.7	1.01261e-05	-2.19299	30.7144	-0.391597
0.010661	93.8	1.01383e-05	-2.19299	30.7472	-0.391597
0.0106496	93.9	1.01512e-05	-2.19299	30.78	-0.391597
0.0106383	94	1.01649e-05	-2.19299	30.8128	-0.391597
0.010627	94.1	1.01759e-05	-2.19299	30.8455	-0.391597
0.0106157	94.2	1.01911e-05	-2.19299	30.8783	-0.391597
0.0106045	94.3	1.02136e-05	-2.19299	30.9111	-0.391597
0.0105932	94.4	1.02261e-05	-2.19299	30.9439	-0.391597
0.010582	94.5	1.02439e-05	-2.19299	30.9767	-0.391597
0.0105708	94.6	1.02605e-05	-2.19299	31.0094	-0.391597
0.0105597	94.7	1.02769e-05	-2.19299	31.0422	-0.391597
0.0105485	94.8	1.02855e-05	-2.19299	31.075	-0.391597
0.0105374	94.9	1.03049e-05	-2.19299	31.1078	-0.391597
0.0105263	95	1.03164e-05	-2.19299	31.1406	-0.391597
0.0105152	95.1	1.0333e-05	-2.19299	31.1733	-0.391597
0.0105042	95.2	1.0353e-05	-2.19299	31.2061	-0.391597
0.0104932	95.3	1.03644e-05	-2.19299	31.2389	-0.391597
0.0104822	95.4	1.03775e-05	-2.19299	31.2717	-0.391597
0.0104712	95.5	1.04027e-05	-2.19299	31.3045	-0.391597
0.0104603	95.6	1.04093e-05	-2.19299	31.3372	-0.391597
0.0104493	95.7	1.04287e-05	-2.19299	31.37	-0.391597
0.0104384	95.8	1.04461e-05	-2.19299	31.4028	-0.391597
0.0104275	95.9	1.0467e-05	-2.19299	31.4356	-0.391597
0.0104167	96	1.04685e-05	-2.19299	31.4683	-0.391597
0.0104058	96.1	1.04955e-05	-2.19299	31.5011	-0.391597
0.010395	96.2	1.05049e-05	-2.19299	31.5339	-0.391597
0.0103842	96.3	1.05174e-05	-2.19299	31.5667	-0.391597
0.0103734	96.4	1.05286e-05	-2.19299	31.5995	-0.391597
0.0103627	96.5	1.0548e-05	-2.19299	31.6322	-0.391597
0.010352	96.6	1.05574e-05	-2.19299	31.665	-0.391597
0.0103413	96.7	1.05814e-05	-2.19299	31.6978	-0.391597
0.0103306	96.8	1.0578e-05	-2.19299	31.7306	-0.391597
0.0103199	96.9	1.06022e-05	-2.19299	31.7634	-0.391597
0.0103093	97	1.06168e-05	-2.19299	31.7961	-0.391597
0.0102987	97.1	1.06447e-05	-2.19299	31.8289	-0.391597
0.0102881	97.2	1.06481e-05	-2.19299	31.8617	-0.391597
0.0102775	97.3	1.06678e-05	-2.19299	31.8945	-0.391597
0.0102669	97.4	1.06939e-05	-2.19299	31.9273	-0.391597
0.0102564	97.5	1.06993e-05	-2.19299	31.96	-0.391597
0.0102459	97.6	1.07242e-05	-2.19299	31.9928	-0.391597
0.0102354	97.7	1.07357e-05	-2.19299	32.0256	-0.391597
0.0102249	97.8	1.07628e-05	-2.19299	32.0584	-0.391597
0.0102145	97.9	1.07746e-05	-2.19299	32.0912	-0.391597
0.0102041	98	1.07802e-05	-2.19299	32.1239	-0.391597
0.0101937	98.1	1.081e-05	-2.19299	32.1567	-0.391597
0.0101833	98.2	1.08298e-05	-2.19299	32.1895	-0.391597
0.0101729	98.3	1.0831e-05	-2.19299	32.2223	-0.391597
0.0101626	98.4	1.0858e-05	-2.19299	32.2551	-0.391597
0.0101523	98.5	1.08758e-05	-2.19299	32.2878	-0.391597
0.010142	98.6	1.09011e-05	-2.19299	32.3206	-0.391597
0.0101317	98.7	1.09096e-05	-2.19299	32.3534	-0.391597
0.0101215	98.8	1.0935e-05	-2.19299	32.3862	-0.391597
0.0101112	98.9	1.0944e-05	-2.19299	32.419	-0.391597
0.010101	99	1.0968e-05	-2.19299	32.4517	-0.391597
0.0100908	99.1	1.0979e-05	-2.19299	32.4845	-0.391597
0.0100806	99.2	1.09937e-05	-2.19299	32.5173	-0.391597
0.0100705	99.3	1.10239e-05	-2.19299	32.5501	-0.391597
0.0100604	99.4	1.10234e-05	-2.19299	32.5828	-0.391597
0.0100503	99.5	1.10484e-05	-2.19299	32.6156	-0.391597
0.0100402	99.6	1.10571e-05	-2.19299	32.6484	-0.391597
0.0100301	99.7	1.10652e-05	-2.19299	32.6812	-0.391597
0.01002	99.8	1.10984e-05	-2.19299	32.714	-0.391597
0.01001	99.9	1.11054e-05	-2.19299	32.7467	-0.391597
0.01	100	1.1121e-05	-2.19299	32.7795	-0.391597
