#T	β	c	e	chi	s
0.0117509	85.1	0.0124165	-0.69124	0.152765	0.00410523
0.0117371	85.2	0.0124091	-0.69124	0.152374	0.00409296
0.0117233	85.3	0.0124016	-0.69124	0.151984	0.00408072
0.0117096	85.4	0.0123942	-0.69124	0.151594	0.00406852
0.0116959	85.5	0.0123868	-0.691241	0.151205	0.00405635
0.0116822	85.6	0.0123794	-0.691241	0.150816	0.00404421
0.0116686	85.7	0.012372	-0.691241	0.150428	0.0040321
0.011655	85.8	0.0123646	-0.691241	0.150041	0.00402002
0.0116414	85.9	0.0123572	-0.691241	0.149654	0.00400798
0.0116279	86	0.0123499	-0.691241	0.149268	0.00399597
0.0116144	86.1	0.0123425	-0.691241	0.148883	0.00398399
0.0116009	86.2	0.0123351	-0.691242	0.148499	0.00397204
0.0115875	86.3	0.0123278	-0.691242	0.148115	0.00396012
0.0115741	86.4	0.0123205	-0.691242	0.147731	0.00394824
0.0115607	86.5	0.0123131	-0.691242	0.147349	0.00393639
0.0115473	86.6	0.0123058	-0.691242	0.146967	0.00392456
0.011534	86.7	0.0122985	-0.691242	0.146585	0.00391278
0.0115207	86.8	0.0122912	-0.691242	0.146205	0.00390102
0.0115075	86.9	0.0122839	-0.691242	0.145825	0.00388929
0.0114943	87	0.0122766	-0.691243	0.145445	0.00387759
0.0114811	87.1	0.0122694	-0.691243	0.145067	0.00386593
0.0114679	87.2	0.0122621	-0.691243	0.144688	0.0038543
0.0114548	87.3	0.0122549	-0.691243	0.144311	0.0038427
0.0114416	87.4	0.0122476	-0.691243	0.143934	0.00383113
0.0114286	87.5	0.0122404	-0.691243	0.143558	0.00381959
0.0114155	87.6	0.0122332	-0.691243	0.143183	0.00380808
0.0114025	87.7	0.012226	-0.691244	0.142808	0.0037966
0.0113895	87.8	0.0122188	-0.691244	0.142434	0.00378515
0.0113766	87.9	0.0122116	-0.691244	0.142061	0.00377374
0.0113636	88	0.0122044	-0.691244	0.141688	0.00376235
0.0113507	88.1	0.0121972	-0.691244	0.141316	0.00375099
0.0113379	88.2	0.01219	-0.691244	0.140945	0.00373967
0.011325	88.3	0.0121829	-0.691244	0.140574	0.00372837
0.0113122	88.4	0.0121757	-0.691244	0.140204	0.00371711
0.0112994	88.5	0.0121686	-0.691245	0.139835	0.00370588
0.0112867	88.6	0.0121615	-0.691245	0.139466	0.00369467
0.011274	88.7	0.0121544	-0.691245	0.139098	0.0036835
0.0112613	88.8	0.0121473	-0.691245	0.138731	0.00367236
0.0112486	88.9	0.0121402	-0.691245	0.138364	0.00366125
0.011236	89	0.0121331	-0.691245	0.137998	0.00365016
0.0112233	89.1	0.012126	-0.691245	0.137633	0.00363911
0.0112108	89.2	0.012119	-0.691245	0.137268	0.00362809
0.0111982	89.3	0.0121119	-0.691246	0.136904	0.00361709
0.0111857	89.4	0.0121049	-0.691246	0.136541	0.00360613
0.0111732	89.5	0.0120979	-0.691246	0.136179	0.0035952
0.0111607	89.6	0.0120908	-0.691246	0.135817	0.00358429
0.0111483	89.7	0.0120838	-0.691246	0.135455	0.00357342
0.0111359	89.8	0.0120768	-0.691246	0.135095	0.00356257
0.0111235	89.9	0.0120699	-0.691246	0.134735	0.00355175
0.0111111	90	0.0120629	-0.691246	0.134376	0.00354097
0.0110988	90.1	0.0120559	-0.691247	0.134017	0.00353021
0.0110865	90.2	0.012049	-0.691247	0.133659	0.00351948
0.0110742	90.3	0.012042	-0.691247	0.133302	0.00350878
0.0110619	90.4	0.0120351	-0.691247	0.132946	0.00349811
0.0110497	90.5	0.0120282	-0.691247	0.13259	0.00348747
0.0110375	90.6	0.0120213	-0.691247	0.132235	0.00347686
0.0110254	90.7	0.0120144	-0.691247	0.131881	0.00346628
0.0110132	90.8	0.0120075	-0.691247	0.131527	0.00345572
0.0110011	90.9	0.0120007	-0.691247	0.131174	0.0034452
0.010989	91	0.0119938	-0.691248	0.130821	0.0034347
0.0109769	91.1	0.011987	-0.691248	0.13047	0.00342423
0.0109649	91.2	0.0119801	-0.691248	0.130119	0.00341379
0.0109529	91.3	0.0119733	-0.691248	0.129768	0.00340338
0.0109409	91.4	0.0119665	-0.691248	0.129419	0.003393
0.010929	91.5	0.0119597	-0.691248	0.12907	0.00338264
0.010917	91.6	0.0119529	-0.691248	0.128722	0.00337232
0.0109051	91.7	0.0119462	-0.691248	0.128374	0.00336202
0.0108932	91.8	0.0119394	-0.691249	0.128027	0.00335175
0.0108814	91.9	0.0119327	-0.691249	0.127681	0.00334151
0.0108696	92	0.0119259	-0.691249	0.127335	0.0033313
0.0108578	92.1	0.0119192	-0.691249	0.126991	0.00332111
0.010846	92.2	0.0119125	-0.691249	0.126646	0.00331095
0.0108342	92.3	0.0119058	-0.691249	0.126303	0.00330082
0.0108225	92.4	0.0118991	-0.691249	0.12596	0.00329072
0.0108108	92.5	0.0118925	-0.691249	0.125618	0.00328065
0.0107991	92.6	0.0118858	-0.691249	0.125277	0.0032706
0.0107875	92.7	0.0118792	-0.691249	0.124936	0.00326058
0.0107759	92.8	0.0118725	-0.69125	0.124596	0.00325059
0.0107643	92.9	0.0118659	-0.69125	0.124257	0.00324063
0.0107527	93	0.0118593	-0.69125	0.123918	0.00323069
0.0107411	93.1	0.0118527	-0.69125	0.12358	0.00322078
0.0107296	93.2	0.0118462	-0.69125	0.123243	0.0032109
0.0107181	93.3	0.0118396	-0.69125	0.122906	0.00320105
0.0107066	93.4	0.0118331	-0.69125	0.12257	0.00319122
0.0106952	93.5	0.0118265	-0.69125	0.122235	0.00318142
0.0106838	93.6	0.01182	-0.69125	0.1219	0.00317165
0.0106724	93.7	0.0118135	-0.691251	0.121567	0.0031619
0.010661	93.8	0.011807	-0.691251	0.121233	0.00315218
0.0106496	93.9	0.0118005	-0.691251	0.120901	0.00314249
0.0106383	94	0.0117941	-0.691251	0.120569	0.00313283
0.010627	94.1	0.0117876	-0.691251	0.120238	0.00312319
0.0106157	94.2	0.0117812	-0.691251	0.119908	0.00311358
0.0106045	94.3	0.0117747	-0.691251	0.119578	0.00310399
0.0105932	94.4	0.0117683	-0.691251	0.119249	0.00309443
0.010582	94.5	0.0117619	-0.691251	0.118921	0.0030849
0.0105708	94.6	0.0117556	-0.691251	0.118593	0.00307539
0.0105597	94.7	0.0117492	-0.691252	0.118266	0.00306591
0.0105485	94.8	0.0117428	-0.691252	0.11794	0.00305646
0.0105374	94.9	0.0117365	-0.691252	0.117614	0.00304703
0.0105263	95	0.0117302	-0.691252	0.117289	0.00303763
0.0105152	95.1	0.0117239	-0.691252	0.116965	0.00302826
0.0105042	95.2	0.0117176	-0.691252	0.116641	0.00301891
0.0104932	95.3	0.0117113	-0.691252	0.116318	0.00300959
0.0104822	95.4	0.011705	-0.691252	0.115996	0.00300029
0.0104712	95.5	0.0116988	-0.691252	0.115675	0.00299102
0.0104603	95.6	0.0116926	-0.691252	0.115354	0.00298178
0.0104493	95.7	0.0116863	-0.691253	0.115034	0.00297256
0.0104384	95.8	0.0116801	-0.691253	0.114714	0.00296337
0.0104275	95.9	0.0116739	-0.691253	0.114396	0.0029542
0.0104167	96	0.0116678	-0.691253	0.114078	0.00294506
0.0104058	96.1	0.0116616	-0.691253	0.11376	0.00293594
0.010395	96.2	0.0116555	-0.691253	0.113443	0.00292685
0.0103842	96.3	0.0116493	-0.691253	0.113127	0.00291779
0.0103734	96.4	0.0116432	-0.691253	0.112812	0.00290875
0.0103627	96.5	0.0116371	-0.691253	0.112497	0.00289973
0.010352	96.6	0.0116311	-0.691253	0.112183	0.00289074
0.0103413	96.7	0.011625	-0.691253	0.11187	0.00288178
0.0103306	96.8	0.0116189	-0.691254	0.111558	0.00287284
0.0103199	96.9	0.0116129	-0.691254	0.111246	0.00286393
0.0103093	97	0.0116069	-0.691254	0.110934	0.00285504
0.0102987	97.1	0.0116009	-0.691254	0.110624	0.00284618
0.0102881	97.2	0.0115949	-0.691254	0.110314	0.00283734
0.0102775	97.3	0.0115889	-0.691254	0.110005	0.00282852
0.0102669	97.4	0.011583	-0.691254	0.109696	0.00281973
0.0102564	97.5	0.011577	-0.691254	0.109388	0.00281097
0.0102459	97.6	0.0115711	-0.691254	0.109081	0.00280223
0.0102354	97.7	0.0115652	-0.691254	0.108775	0.00279351
0.0102249	97.8	0.0115593	-0.691254	0.108469	0.00278482
0.0102145	97.9	0.0115534	-0.691255	0.108164	0.00277616
0.0102041	98	0.0115476	-0.691255	0.107859	0.00276752
0.0101937	98.1	0.0115417	-0.691255	0.107555	0.0027589
0.0101833	98.2	0.0115359	-0.691255	0.107252	0.00275031
0.0101729	98.3	0.0115301	-0.691255	0.10695	0.00274174
0.0101626	98.4	0.0115243	-0.691255	0.106648	0.00273319
0.0101523	98.5	0.0115185	-0.691255	0.106347	0.00272467
0.010142	98.6	0.0115128	-0.691255	0.106046	0.00271618
0.0101317	98.7	0.011507	-0.691255	0.105747	0.00270771
0.0101215	98.8	0.0115013	-0.691255	0.105448	0.00269926
0.0101112	98.9	0.0114956	-0.691255	0.105149	0.00269083
0.010101	99	0.0114899	-0.691256	0.104852	0.00268243
0.0100908	99.1	0.0114842	-0.691256	0.104555	0.00267406
0.0100806	99.2	0.0114786	-0.691256	0.104258	0.0026657
0.0100705	99.3	0.0114729	-0.691256	0.103962	0.00265738
0.0100604	99.4	0.0114673	-0.691256	0.103667	0.00264907
0.0100503	99.5	0.0114617	-0.691256	0.103373	0.00264079
0.0100402	99.6	0.0114561	-0.691256	0.103079	0.00263253
0.0100301	99.7	0.0114506	-0.691256	0.102786	0.0026243
0.01002	99.8	0.011445	-0.691256	0.102494	0.00261608
0.01001	99.9	0.0114395	-0.691256	0.102202	0.0026079
0.01	100	0.0114339	-0.691256	0.101911	0.00259973
