Temperature,  F    <E>     <E^2>    Cv    entropy
1.519911   -4.351472   -8.168035    75.818072    3.939727   -2.511043
1.629751   -4.093913   -7.759895    69.908856    3.649307   -2.249413
1.747528   -3.841172   -7.339507    64.065354    3.339053   -2.001876
1.873817   -3.600562   -6.929631    58.675324    3.034737   -1.776624
2.009233   -3.376943   -6.549081    54.070835    2.769465   -1.578781
2.154435   -3.160055   -6.160914    49.509372    2.488912   -1.392876
2.310130   -2.955999   -5.794283    45.502498    2.235236   -1.228625
2.477076   -2.765723   -5.446375    41.946003    2.001824   -1.082184
2.656088   -2.582528   -5.103203    38.580608    1.777219   -0.949018
2.848036   -2.413157   -4.783622    35.675631    1.577130   -0.832316
3.053856   -2.253714   -4.480846    33.115307    1.397950   -0.729285
3.274549   -2.100477   -4.187842    30.744817    1.231670   -0.637451
3.511192   -1.959055   -3.911523    28.636900    1.081796   -0.556070
3.764936   -1.828798   -3.658492    26.877283    0.951885   -0.485983
4.037017   -1.704496   -3.414071    25.249623    0.834100   -0.423475
4.328761   -1.588783   -3.185533    23.819684    0.729637   -0.368870
4.641589   -1.484065   -2.976807    22.625025    0.638852   -0.321602
4.977024   -1.380869   -2.773106    21.493451    0.557243   -0.279733
5.336699   -1.288486   -2.587338    20.536927    0.486040   -0.243381
5.722368   -1.198664   -2.410142    19.686621    0.423809   -0.211709
6.135907   -1.117472   -2.246801    18.945048    0.369115   -0.184053
6.579332   -1.043087   -2.095297    18.288422    0.321065   -0.159927
7.054802   -0.972850   -1.954647    17.745378    0.279780   -0.139167
7.564633   -0.904448   -1.818556    17.221000    0.243149   -0.120840
8.111308   -0.844761   -1.696372    16.784020    0.211364   -0.104991
8.697490   -0.786268   -1.580114    16.403952    0.183845   -0.091273
9.326033   -0.733280   -1.472199    16.049192    0.159607   -0.079232
10.000000   -0.682208   -1.370901    15.758339    0.138790   -0.068869
